region,latitude,longitude,temperature,oxygen_level,humidity,wind_speed,pressure,rainfall,ffmc,dmc,dc,isi,bui,fwi,historical_frequency,risk_score,risk_category,fire_occurrence
Cascades Valley,45.289,-121.8204,21.48,21.46,45.07,11.65,1009.28,0.0,86.0,19.2,237.8,25.05,31.9,19.56,0.18,37.3,MEDIUM,0
Northern Boreal,49.4424,-122.5956,25.25,20.16,28.11,14.4,998.71,0.0,96.0,105.6,217.0,40.0,95.3,80.0,0.22,67.7,HIGH,1
Sierra Foothills,38.4506,-120.6872,33.08,20.28,76.04,5.02,969.3,0.0,75.1,97.2,183.5,11.47,83.6,13.17,0.48,34.8,MEDIUM,0
High Desert Plateau,34.0867,-116.9251,21.49,20.35,38.31,13.0,982.42,0.0,92.7,55.2,436.9,36.66,83.9,80.0,0.28,61.6,HIGH,1
Sierra Foothills,38.6767,-120.4382,25.25,21.58,58.66,6.5,1007.69,0.77,74.1,11.3,290.6,11.56,20.6,3.27,0.48,18.4,LOW,0
High Desert Plateau,34.6839,-117.1548,30.2,20.25,67.85,9.66,1014.82,0.0,83.6,38.4,430.3,20.81,62.8,25.17,0.28,33.5,MEDIUM,0
High Desert Plateau,34.3899,-117.2042,16.51,20.97,10.64,6.01,1028.56,1.09,85.6,21.8,417.7,20.16,38.6,14.48,0.28,36.3,MEDIUM,0
Cascades Valley,45.6613,-121.7707,22.0,21.26,82.43,13.14,1022.33,0.0,75.8,42.3,249.3,15.72,59.4,14.31,0.18,17.0,LOW,0
Pacific Coast Ridge,37.4663,-122.2762,18.43,20.73,78.33,12.09,1012.55,2.2,56.6,56.1,259.1,5.77,72.8,6.48,0.35,4.6,LOW,0
Cascades Valley,45.4464,-121.5435,27.88,20.44,45.48,7.14,1013.19,2.7,77.8,53.2,613.5,14.27,87.4,18.21,0.18,20.1,LOW,0
Northern Boreal,49.4052,-123.2734,48.0,20.23,23.41,10.74,1025.2,1.43,99.5,60.5,198.3,40.0,68.7,80.0,0.22,79.7,HIGH,1
High Desert Plateau,34.4687,-117.0937,30.97,20.5,86.8,15.16,1030.26,0.0,70.2,45.0,192.1,12.58,56.7,9.98,0.28,40.2,MEDIUM,0
Pacific Coast Ridge,37.6041,-122.4927,39.18,19.91,33.25,7.53,1017.42,0.0,99.5,103.2,528.2,40.0,138.6,80.0,0.35,73.3,HIGH,1
High Desert Plateau,34.5457,-116.8108,15.68,21.73,59.59,5.17,1018.97,0.0,71.6,33.9,133.1,9.64,41.4,5.43,0.28,14.4,LOW,0
High Desert Plateau,34.1134,-117.1513,25.72,21.84,25.06,9.41,1001.91,0.0,93.1,33.7,850.0,33.35,61.3,80.0,0.28,68.4,HIGH,1
Cascades Valley,45.4344,-121.3635,28.96,20.35,72.07,12.13,1039.5,0.0,68.6,87.8,260.1,10.58,95.2,13.72,0.18,33.8,MEDIUM,0
Pacific Coast Ridge,37.9561,-122.6776,22.43,21.36,53.54,19.04,1027.82,0.07,83.8,13.7,768.9,27.72,26.2,20.98,0.35,43.8,MEDIUM,0
Pacific Coast Ridge,38.1122,-122.393,28.12,21.16,46.72,12.01,1019.49,0.68,81.6,21.3,380.1,20.28,37.4,14.21,0.35,38.0,MEDIUM,0
High Desert Plateau,34.5025,-117.3889,26.61,19.17,10.69,21.53,999.07,0.0,99.5,39.8,202.6,40.0,53.4,80.0,0.28,83.5,HIGH,1
Pacific Coast Ridge,37.7408,-122.7017,24.35,20.96,84.56,2.56,1001.66,0.0,66.8,38.6,206.1,6.78,52.6,5.18,0.35,21.5,LOW,0
Pacific Coast Ridge,38.4115,-122.6236,25.91,19.94,18.95,7.32,1044.64,0.0,96.5,30.5,266.8,36.71,47.4,80.0,0.35,72.1,HIGH,1
Cascades Valley,45.7759,-121.5413,35.3,21.36,50.91,8.67,1022.94,0.0,90.0,66.2,363.9,27.76,91.0,73.05,0.18,62.4,HIGH,1
Sierra Foothills,38.316,-121.0838,15.78,20.86,11.04,4.33,982.06,4.28,80.8,42.6,578.6,14.85,71.9,15.88,0.48,17.6,LOW,0
Northern Boreal,49.2883,-122.7508,31.78,19.34,48.21,26.51,1015.85,3.58,80.3,62.0,426.6,27.6,90.9,71.88,0.22,37.9,MEDIUM,0
Sierra Foothills,38.4477,-120.7128,18.42,21.85,27.93,8.88,1004.38,0.0,90.8,108.0,380.0,29.09,126.3,80.0,0.48,57.7,MEDIUM,0
Pacific Coast Ridge,37.4331,-122.2941,28.3,21.46,74.12,2.67,1028.3,0.0,79.3,30.8,304.0,12.85,49.2,8.88,0.35,26.9,LOW,0
High Desert Plateau,34.3978,-117.7282,27.89,21.87,53.49,10.73,1032.37,0.0,82.7,64.2,221.2,20.58,74.4,29.13,0.28,46.9,MEDIUM,0
Northern Boreal,48.8154,-122.7195,37.98,20.69,12.31,8.95,993.49,0.0,99.5,89.0,286.2,40.0,100.1,80.0,0.22,86.0,CRITICAL,1
Northern Boreal,49.3202,-122.8011,41.52,20.44,58.12,0.82,1020.74,0.01,86.9,78.8,220.8,17.28,83.3,23.43,0.22,47.5,MEDIUM,0
High Desert Plateau,34.2642,-117.2171,27.56,22.47,75.9,6.55,995.96,1.04,63.5,31.2,208.2,6.78,45.4,4.48,0.28,15.2,LOW,0
Northern Boreal,49.12,-123.2827,22.67,19.12,27.7,6.3,1012.51,0.0,93.5,17.2,125.5,30.41,25.6,26.83,0.22,50.0,MEDIUM,0
High Desert Plateau,34.3519,-117.5798,32.54,21.55,39.91,14.64,1002.41,0.0,92.0,31.9,216.6,37.06,46.7,80.0,0.28,78.0,HIGH,1
Northern Boreal,49.2995,-122.902,25.42,20.58,79.54,3.45,1020.12,0.0,71.4,13.0,336.1,8.92,23.7,2.9,0.22,23.1,LOW,0
Sierra Foothills,38.5934,-120.788,15.89,20.15,77.7,21.62,1008.88,0.65,70.1,39.3,218.0,14.78,54.2,11.88,0.48,24.8,LOW,0
Northern Boreal,49.034,-122.9671,12.4,21.2,34.96,4.72,1023.87,0.0,77.9,14.9,520.4,13.01,27.9,5.12,0.22,24.7,LOW,0
Cascades Valley,45.6943,-121.5325,8.37,21.14,39.03,16.42,1009.75,0.13,73.3,47.2,282.9,15.25,66.6,15.29,0.18,33.6,MEDIUM,0
High Desert Plateau,34.8359,-117.4658,22.9,19.94,44.71,1.52,1026.23,0.0,85.5,111.5,307.0,16.61,116.9,30.75,0.28,39.1,MEDIUM,0
Northern Boreal,49.2715,-123.0512,25.1,22.31,40.77,19.58,1001.23,0.0,87.9,55.6,241.4,34.48,70.6,80.0,0.22,63.5,HIGH,1
High Desert Plateau,34.5901,-117.4756,37.27,20.77,69.99,6.6,1007.91,0.46,79.1,28.0,173.8,14.91,40.0,8.88,0.28,29.5,LOW,0
Cascades Valley,45.2185,-121.9914,32.63,20.48,69.19,8.83,1038.51,0.0,79.3,110.3,54.4,16.34,36.3,9.31,0.18,36.0,MEDIUM,0
Northern Boreal,49.1751,-123.2465,33.01,20.12,18.64,22.3,1020.21,2.46,96.7,19.9,70.6,40.0,23.4,63.78,0.22,60.8,HIGH,1
Northern Boreal,49.1805,-122.6288,29.08,21.53,42.05,4.96,1023.22,0.0,87.9,108.7,325.6,21.79,118.5,52.36,0.22,63.5,HIGH,1
Cascades Valley,45.4056,-121.4513,29.22,22.44,39.61,6.25,1008.07,0.0,89.7,147.3,237.0,25.06,115.4,70.71,0.18,57.2,MEDIUM,0
Cascades Valley,45.7627,-121.8087,28.46,21.49,56.63,10.11,985.51,2.41,72.1,28.4,370.4,11.85,47.7,7.8,0.18,13.5,LOW,0
Cascades Valley,45.9899,-121.8701,27.28,19.89,29.78,14.04,1000.02,0.34,91.9,30.8,390.1,36.36,51.4,80.0,0.18,66.2,HIGH,1
High Desert Plateau,34.4304,-116.9694,21.99,21.01,65.47,22.19,1031.25,4.12,63.5,50.0,231.6,10.78,65.0,9.54,0.28,0.0,LOW,0
Cascades Valley,45.1686,-121.9893,36.13,19.53,54.23,2.2,994.37,0.0,87.9,105.5,228.1,19.37,97.9,33.94,0.18,50.5,MEDIUM,0
High Desert Plateau,34.345,-116.944,43.51,19.5,63.52,12.25,1019.34,0.1,93.2,11.6,619.4,36.72,22.2,43.77,0.28,66.1,HIGH,1
Sierra Foothills,38.5683,-121.0749,36.46,22.05,70.9,11.66,1004.79,0.0,83.5,103.2,672.2,22.11,149.2,68.08,0.48,59.8,MEDIUM,0
Northern Boreal,49.1414,-122.8491,30.78,20.63,53.44,10.77,1016.78,0.17,82.6,39.8,759.3,20.57,70.5,27.56,0.22,48.9,MEDIUM,0
Northern Boreal,49.5378,-122.7191,19.18,19.9,64.07,18.43,995.9,0.0,75.4,63.4,323.7,17.89,85.1,25.46,0.22,34.9,MEDIUM,0
Pacific Coast Ridge,37.8429,-122.5573,31.85,20.52,60.91,13.67,991.02,0.0,83.3,77.3,213.6,23.26,81.2,41.56,0.35,58.9,MEDIUM,0
Sierra Foothills,38.7042,-120.7866,29.09,20.27,31.36,23.87,1025.81,0.0,98.9,50.4,229.7,40.0,65.1,80.0,0.48,84.3,HIGH,1
Cascades Valley,45.2856,-122.0949,18.07,22.13,5.12,9.65,1005.77,0.0,94.0,61.5,304.8,35.09,81.7,80.0,0.18,60.7,HIGH,1
Cascades Valley,45.5155,-122.0118,24.7,21.53,64.21,9.93,1018.22,0.85,76.3,44.3,224.8,14.52,59.4,12.68,0.18,13.2,LOW,0
Sierra Foothills,38.5727,-121.1559,32.4,21.97,26.64,8.31,998.15,0.0,94.3,33.0,447.3,34.07,55.7,80.0,0.48,79.7,HIGH,1
Cascades Valley,45.3928,-121.8339,20.71,19.56,60.73,14.33,1017.96,0.0,80.8,32.0,405.6,20.92,53.4,21.62,0.18,37.1,MEDIUM,0
Pacific Coast Ridge,37.7296,-122.2679,33.58,20.26,67.46,15.37,1006.51,0.0,81.6,53.9,850.0,22.43,93.1,43.86,0.35,64.4,HIGH,1
High Desert Plateau,35.078,-117.1775,27.49,21.41,71.78,15.54,999.94,1.64,72.6,95.2,614.7,14.36,137.3,28.85,0.28,23.7,LOW,0
Northern Boreal,48.8261,-122.9481,39.34,20.81,28.21,16.18,995.99,0.0,99.5,63.3,299.5,40.0,82.8,80.0,0.22,86.6,CRITICAL,1
Sierra Foothills,38.3093,-120.6429,18.53,22.06,36.08,8.11,1011.0,0.0,81.7,34.3,225.6,17.96,49.7,14.99,0.48,39.4,MEDIUM,0
Northern Boreal,49.0474,-122.5607,30.59,21.81,60.44,5.42,1014.8,0.0,85.6,42.2,453.9,19.74,68.4,24.64,0.22,35.6,MEDIUM,0
High Desert Plateau,34.3585,-117.2872,35.76,20.05,60.58,3.11,998.88,0.09,88.6,32.9,166.9,20.87,44.1,17.77,0.28,40.2,MEDIUM,0
Sierra Foothills,38.5173,-121.1352,34.98,19.79,45.7,10.74,1013.15,0.11,95.2,30.9,197.1,38.66,44.4,80.0,0.48,64.8,HIGH,1
High Desert Plateau,34.143,-117.2533,13.35,20.83,64.58,7.0,1014.61,0.0,60.2,32.3,163.1,5.83,43.3,3.87,0.28,13.5,LOW,0
Cascades Valley,45.0362,-121.9625,13.0,21.72,44.5,9.04,1044.98,0.0,77.7,26.5,177.7,15.17,38.6,8.8,0.18,26.9,LOW,0
Cascades Valley,45.8866,-121.9537,32.09,21.83,52.5,16.16,1023.38,0.0,93.9,37.2,850.0,40.0,67.0,80.0,0.18,59.8,MEDIUM,0
Cascades Valley,45.575,-121.414,32.33,20.41,29.52,13.72,995.29,0.0,99.5,43.8,294.7,40.0,63.8,80.0,0.18,69.8,HIGH,1
High Desert Plateau,34.8134,-117.3165,16.05,21.06,51.98,21.95,1027.43,0.89,73.7,23.9,207.0,17.89,37.2,11.11,0.28,29.8,LOW,0
High Desert Plateau,34.4572,-117.8782,20.25,20.14,64.34,16.75,980.02,0.0,66.1,10.0,259.8,10.68,18.3,2.66,0.28,23.6,LOW,0
High Desert Plateau,34.5328,-117.202,24.97,20.94,47.54,2.42,1008.38,0.0,81.1,32.9,514.5,13.91,56.8,11.41,0.28,31.0,MEDIUM,0
Northern Boreal,49.1152,-123.0645,25.44,20.86,52.02,12.01,996.58,0.0,81.9,53.2,150.5,20.65,56.5,22.27,0.22,45.9,MEDIUM,0
High Desert Plateau,34.5049,-117.3035,32.14,19.2,48.6,11.71,1011.5,0.0,90.8,115.1,424.3,31.97,137.1,80.0,0.28,72.2,HIGH,1
Cascades Valley,45.8879,-122.0592,21.67,20.06,22.24,10.75,1011.15,0.0,93.6,27.9,161.0,35.74,39.0,69.49,0.18,66.8,HIGH,1
Pacific Coast Ridge,37.613,-122.5321,29.76,20.83,39.19,7.71,1017.63,0.0,95.8,124.5,145.6,35.95,79.4,80.0,0.35,62.7,HIGH,1
High Desert Plateau,34.3606,-117.4495,19.15,19.28,48.53,6.72,1011.07,0.14,83.6,36.8,135.9,18.72,43.9,14.28,0.28,25.3,LOW,0
Pacific Coast Ridge,37.5688,-122.7393,30.98,20.75,35.49,9.81,995.65,0.0,91.5,180.0,650.2,31.1,150.0,80.0,0.35,74.0,HIGH,1
Cascades Valley,44.7949,-121.1369,22.79,21.05,42.39,6.45,1005.77,0.68,78.8,88.5,352.1,14.61,108.7,23.42,0.18,41.5,MEDIUM,0
High Desert Plateau,34.2896,-116.7439,38.47,20.77,48.2,12.42,989.96,3.22,90.6,83.7,590.5,32.36,123.6,80.0,0.28,48.6,MEDIUM,0
Northern Boreal,49.0857,-122.6006,22.43,21.45,50.96,16.87,1036.4,0.0,79.9,21.8,632.6,21.46,40.2,17.18,0.22,37.3,MEDIUM,0
Northern Boreal,48.9576,-123.3549,30.58,21.71,45.44,10.5,999.16,0.0,88.7,77.6,406.7,27.71,105.1,80.0,0.22,63.0,HIGH,1
Pacific Coast Ridge,37.8903,-122.2911,29.47,20.02,77.74,7.94,1005.62,0.0,71.6,17.8,383.0,10.72,31.9,4.66,0.35,23.2,LOW,0
Northern Boreal,49.6304,-122.7398,16.55,21.03,21.63,10.56,1005.41,0.0,86.9,23.7,191.9,25.3,36.2,22.71,0.22,45.1,MEDIUM,0
Northern Boreal,49.1187,-123.2954,21.12,21.44,59.92,9.64,1009.31,0.0,78.8,12.9,376.3,16.38,23.8,6.12,0.22,23.2,LOW,0
Northern Boreal,48.8129,-122.8448,21.57,21.63,27.85,4.5,1036.77,0.0,83.9,160.5,392.2,17.46,150.0,42.99,0.22,60.4,HIGH,1
Cascades Valley,45.7477,-121.9197,26.09,21.63,74.51,11.15,1023.33,1.06,68.5,43.9,289.6,10.22,63.7,8.85,0.18,15.5,LOW,0
Northern Boreal,49.5106,-122.8043,26.9,20.63,43.17,15.7,994.31,0.6,87.9,20.2,195.2,31.2,32.1,36.4,0.22,62.4,HIGH,1
Sierra Foothills,38.5114,-121.0826,15.82,21.82,73.02,15.01,1016.48,0.0,64.8,116.6,276.4,9.55,113.5,14.75,0.48,28.5,LOW,0
High Desert Plateau,34.6239,-116.7133,24.02,20.31,47.96,7.83,1015.47,0.0,78.0,25.5,493.2,14.74,45.2,9.86,0.28,37.3,MEDIUM,0
Northern Boreal,49.301,-122.7129,23.71,20.77,14.8,6.33,1043.87,0.0,95.1,54.6,210.3,33.02,66.2,80.0,0.22,65.2,HIGH,1
Northern Boreal,48.9248,-122.9724,22.91,19.43,47.73,7.68,998.54,0.0,80.0,6.6,218.7,16.23,12.3,3.12,0.22,26.8,LOW,0
Northern Boreal,49.0018,-122.7017,13.87,20.71,36.52,2.37,1002.46,0.0,76.4,73.4,225.5,10.93,80.9,12.07,0.22,28.5,LOW,0
Sierra Foothills,38.9508,-120.6868,14.36,20.0,14.84,7.31,1028.81,0.0,85.7,19.9,159.5,21.36,30.4,12.85,0.48,42.0,MEDIUM,0
Northern Boreal,49.0112,-122.8168,28.19,21.26,34.71,6.16,1010.53,2.33,85.9,86.1,247.1,20.65,92.0,36.28,0.22,42.1,MEDIUM,0
Northern Boreal,49.1756,-122.6402,44.59,20.71,44.03,16.26,1029.62,0.0,99.5,72.4,533.0,40.0,108.1,80.0,0.22,84.3,HIGH,1
High Desert Plateau,34.0375,-116.9892,43.9,21.09,88.88,9.09,1042.17,0.0,82.8,180.0,847.1,19.64,150.0,53.45,0.28,72.3,HIGH,1
Sierra Foothills,38.6862,-120.9583,32.84,22.0,89.43,7.47,1012.47,0.0,68.9,29.7,321.2,9.2,48.3,6.06,0.48,38.3,MEDIUM,0
Sierra Foothills,38.7074,-120.8748,5.85,20.31,62.12,15.18,1014.34,0.0,63.3,34.2,343.2,8.87,54.7,6.64,0.48,29.0,LOW,0
Northern Boreal,49.3428,-123.0892,19.74,21.32,19.73,23.45,999.97,6.25,71.8,38.9,276.2,16.88,57.6,15.58,0.22,18.0,LOW,0
Sierra Foothills,38.5164,-121.3714,26.9,21.22,5.0,4.75,1023.92,0.25,99.5,84.0,467.2,38.74,115.9,80.0,0.48,77.2,HIGH,1
Pacific Coast Ridge,37.1491,-122.2335,29.18,20.42,51.52,6.13,1001.83,0.02,85.4,33.8,544.5,20.12,58.6,21.89,0.35,45.9,MEDIUM,0
Sierra Foothills,38.705,-121.1368,35.82,20.56,19.72,8.03,1002.75,0.19,99.5,30.5,433.8,40.0,51.9,80.0,0.48,85.1,CRITICAL,1
Sierra Foothills,38.9326,-120.7136,23.25,20.2,49.42,2.94,1020.18,7.79,44.9,18.5,123.1,2.29,26.9,1.69,0.48,0.0,LOW,0
Sierra Foothills,38.197,-120.8692,21.97,21.22,24.37,17.84,1018.56,0.18,93.2,29.3,452.4,40.0,50.5,80.0,0.48,69.8,HIGH,1
Cascades Valley,45.6004,-121.5853,40.53,20.82,53.23,29.72,1000.31,0.0,99.5,84.0,850.0,40.0,134.7,80.0,0.18,87.1,CRITICAL,1
Cascades Valley,45.5957,-121.8532,38.16,21.47,40.94,13.77,994.71,1.42,95.3,23.7,538.5,40.0,42.6,80.0,0.18,60.9,HIGH,1
Cascades Valley,45.2819,-122.0065,17.27,21.46,64.57,2.67,975.46,0.0,72.2,40.0,226.9,8.98,55.5,6.81,0.18,12.0,LOW,0
Sierra Foothills,38.4158,-121.0047,40.73,20.66,41.82,3.47,1002.75,4.09,82.0,86.6,253.6,15.22,93.4,21.4,0.48,31.5,MEDIUM,0
Pacific Coast Ridge,37.3877,-122.3215,7.77,20.19,75.85,6.05,1012.14,0.0,55.4,26.6,184.6,4.42,39.1,3.05,0.35,10.8,LOW,0
Sierra Foothills,38.4054,-120.8138,37.21,21.32,30.04,18.29,1029.67,0.0,99.5,53.4,560.2,40.0,86.2,80.0,0.48,86.8,CRITICAL,1
Northern Boreal,49.3801,-123.1309,25.82,20.91,58.1,14.98,1011.12,0.0,77.3,58.9,343.6,17.89,82.5,24.68,0.22,43.8,MEDIUM,0
Pacific Coast Ridge,37.7362,-122.3508,14.84,19.83,84.66,9.78,1005.16,0.0,59.8,25.3,121.8,6.32,33.3,3.14,0.35,9.8,LOW,0
Cascades Valley,45.6681,-121.4577,18.42,20.83,51.04,16.36,997.72,0.53,79.8,28.4,448.7,21.08,49.1,20.19,0.18,29.9,LOW,0
High Desert Plateau,34.1456,-116.5477,14.37,21.64,37.8,0.68,1042.45,0.0,79.6,17.2,265.7,11.86,29.7,4.86,0.28,18.2,LOW,0
Pacific Coast Ridge,37.893,-122.3705,31.66,22.49,92.88,16.4,993.33,0.0,70.1,115.2,345.3,12.93,125.6,22.89,0.35,50.6,MEDIUM,0
Cascades Valley,45.2658,-122.2964,25.36,20.69,38.75,11.05,1002.63,0.0,92.6,74.5,398.3,34.29,101.5,80.0,0.18,58.0,MEDIUM,0
Pacific Coast Ridge,37.7875,-122.4866,25.27,20.97,73.34,6.2,1015.24,0.2,72.6,89.2,388.9,10.57,113.4,16.32,0.35,31.5,MEDIUM,0
Pacific Coast Ridge,37.4263,-122.2033,28.3,19.67,33.28,7.95,1014.91,0.0,90.8,90.3,367.8,28.23,111.9,80.0,0.35,65.7,HIGH,1
Sierra Foothills,38.3835,-121.2722,25.45,21.34,57.85,12.76,997.66,0.01,81.4,61.7,409.3,20.55,89.6,35.0,0.48,58.8,MEDIUM,0
Northern Boreal,49.344,-123.0305,32.75,20.9,23.77,15.49,996.54,0.0,99.4,64.7,620.7,40.0,102.7,80.0,0.22,80.3,HIGH,1
High Desert Plateau,34.6446,-117.2892,12.28,22.47,79.32,9.66,1026.48,1.15,54.1,44.9,245.9,4.72,61.6,4.94,0.28,8.2,LOW,0
Cascades Valley,45.3936,-121.5808,24.49,21.11,25.63,9.09,1009.91,0.13,92.5,29.2,362.4,32.02,48.5,59.69,0.18,64.5,HIGH,1
Pacific Coast Ridge,37.1744,-122.5793,19.26,20.15,59.85,5.71,1017.89,0.08,68.8,27.8,211.9,8.58,41.9,4.94,0.35,20.8,LOW,0
High Desert Plateau,34.2776,-117.0864,37.96,21.02,94.51,3.18,1007.51,0.0,73.7,16.4,707.2,9.91,30.9,4.16,0.28,31.7,MEDIUM,0
Pacific Coast Ridge,37.441,-122.1795,40.78,19.87,67.47,6.89,1027.12,0.0,88.5,55.8,338.5,24.17,79.0,44.29,0.35,61.8,HIGH,1
Northern Boreal,49.4381,-122.4977,26.96,21.04,53.79,11.39,998.69,0.0,85.4,32.1,850.0,24.17,58.6,32.86,0.22,46.0,MEDIUM,0
High Desert Plateau,34.635,-117.627,30.36,21.76,52.31,6.63,997.51,0.0,93.7,46.4,576.6,31.05,77.3,80.0,0.28,54.1,MEDIUM,0
Cascades Valley,45.6186,-121.3721,28.06,21.37,59.56,9.27,1024.16,0.0,83.7,20.2,850.0,20.61,38.1,14.95,0.18,34.7,MEDIUM,0
Pacific Coast Ridge,38.0655,-122.4724,31.08,19.76,22.24,12.48,1014.26,1.8,88.8,30.6,560.6,29.69,53.8,52.37,0.35,68.7,HIGH,1
Northern Boreal,48.5709,-123.0941,24.44,20.04,41.2,5.69,1010.1,0.0,83.8,53.4,321.5,18.18,75.5,23.25,0.22,46.4,MEDIUM,0
High Desert Plateau,34.5205,-117.1986,26.97,20.75,57.51,6.29,1040.84,0.0,79.4,43.1,385.6,14.96,67.3,15.03,0.28,28.1,LOW,0
Pacific Coast Ridge,37.5331,-122.6967,25.14,21.59,42.25,5.38,1019.39,0.0,81.4,26.8,615.0,15.94,48.4,11.92,0.35,32.0,MEDIUM,0
Pacific Coast Ridge,38.0072,-122.6115,16.82,21.97,40.07,15.87,1017.35,3.55,70.3,17.3,192.5,12.91,28.2,5.13,0.35,7.8,LOW,0
Cascades Valley,45.5818,-121.758,38.75,21.36,41.02,6.33,1026.81,0.0,95.4,46.7,550.1,33.5,77.1,80.0,0.18,64.4,HIGH,1
Northern Boreal,49.4563,-123.2517,43.84,22.48,76.4,17.39,1036.77,0.0,90.2,69.9,436.3,36.61,99.8,80.0,0.22,69.1,HIGH,1
Sierra Foothills,38.1854,-121.331,24.79,20.73,43.56,16.13,1020.61,0.0,85.2,42.7,422.9,27.48,68.2,53.23,0.48,61.0,HIGH,1
Pacific Coast Ridge,37.7669,-122.2405,31.25,20.0,43.76,5.35,1020.28,1.61,85.8,26.1,218.8,19.89,40.2,14.69,0.35,28.9,LOW,0
High Desert Plateau,34.4804,-117.2731,25.93,20.11,54.56,7.27,1011.06,0.0,76.3,46.4,503.5,13.29,75.4,14.23,0.28,32.3,MEDIUM,0
Cascades Valley,45.7297,-121.9198,9.91,21.14,20.43,3.79,1014.14,1.09,75.1,27.5,265.5,10.91,43.7,6.51,0.18,21.7,LOW,0
Cascades Valley,45.3909,-121.8984,19.81,21.62,45.3,6.11,967.69,0.0,80.4,46.6,160.2,15.59,53.9,12.82,0.18,30.7,MEDIUM,0
Pacific Coast Ridge,37.978,-122.5276,19.12,22.31,57.3,6.42,1000.54,1.28,69.3,16.0,183.6,9.02,26.3,3.23,0.35,2.4,LOW,0
Pacific Coast Ridge,37.7735,-122.5934,26.6,21.27,27.52,13.63,1027.55,0.0,95.2,48.0,537.0,40.0,78.4,80.0,0.35,70.6,HIGH,1
Pacific Coast Ridge,37.8362,-121.9109,32.32,23.02,75.09,7.19,1014.83,0.0,80.2,51.2,259.0,16.13,68.5,17.18,0.35,29.9,LOW,0
Sierra Foothills,38.2619,-120.9479,28.77,21.76,35.32,4.3,1013.46,1.28,84.4,41.9,235.4,17.74,58.0,17.1,0.48,37.5,MEDIUM,0
Pacific Coast Ridge,37.6982,-122.007,22.43,19.81,58.76,1.42,1009.28,0.0,70.3,59.6,192.5,7.7,67.2,7.25,0.35,22.8,LOW,0
Northern Boreal,49.4346,-122.8052,42.31,21.7,17.68,13.21,1002.17,0.0,99.5,56.5,581.9,40.0,90.9,80.0,0.22,95.8,CRITICAL,1
High Desert Plateau,34.309,-117.515,22.78,20.23,56.51,19.1,1032.02,0.44,74.3,73.6,729.4,17.14,117.5,32.63,0.28,50.0,MEDIUM,0
Pacific Coast Ridge,38.0709,-122.4254,38.99,20.59,11.79,21.16,995.38,0.0,99.5,24.8,308.2,40.0,41.3,80.0,0.35,96.5,CRITICAL,1
Sierra Foothills,38.3846,-120.636,27.03,21.19,49.22,9.52,1018.48,0.0,90.6,71.6,162.6,29.51,68.1,65.18,0.48,62.7,HIGH,1
High Desert Plateau,34.8675,-117.072,43.17,22.03,51.29,5.22,1002.59,0.0,98.1,49.4,575.2,36.82,81.3,80.0,0.28,78.5,HIGH,1
Cascades Valley,45.4616,-121.9311,24.26,21.27,36.26,18.65,1010.4,1.21,89.8,111.2,501.6,37.2,143.1,80.0,0.18,51.8,MEDIUM,0
Pacific Coast Ridge,37.9699,-122.2647,24.6,21.08,22.17,12.16,1030.35,0.0,97.5,33.1,432.3,40.0,55.6,80.0,0.35,70.3,HIGH,1
High Desert Plateau,34.7682,-116.9615,5.48,21.11,17.42,15.81,1009.53,0.0,81.7,38.7,123.8,22.86,43.4,21.36,0.28,51.7,MEDIUM,0
Cascades Valley,45.3942,-121.5959,26.45,19.6,29.32,9.34,1007.72,1.53,89.2,46.2,603.0,27.28,77.5,59.28,0.18,46.9,MEDIUM,0
Sierra Foothills,38.6655,-121.1428,34.72,21.25,71.42,10.81,992.0,0.0,81.7,51.7,395.6,19.67,78.0,27.87,0.48,55.2,MEDIUM,0
Northern Boreal,48.8047,-122.8179,33.59,19.95,62.86,19.38,1037.4,0.0,92.3,96.4,331.6,40.0,111.6,80.0,0.22,68.4,HIGH,1
Pacific Coast Ridge,38.2346,-122.5255,26.48,21.2,65.43,7.64,999.0,0.0,74.4,28.8,563.7,12.21,51.1,8.66,0.35,27.4,LOW,0
Northern Boreal,49.3399,-122.6455,31.66,20.05,52.19,14.09,1020.45,0.0,88.8,47.2,255.3,31.12,64.5,72.53,0.22,59.6,MEDIUM,0
Sierra Foothills,38.2888,-120.6692,37.01,20.9,52.79,4.34,1003.19,0.0,88.4,53.1,218.0,21.81,66.0,29.22,0.48,54.0,MEDIUM,0
High Desert Plateau,35.104,-117.0337,32.26,20.61,38.04,20.06,1033.55,0.0,99.5,49.0,360.9,40.0,73.2,80.0,0.28,72.6,HIGH,1
High Desert Plateau,34.6758,-117.1833,24.73,20.28,70.13,0.88,1033.75,3.74,57.2,43.6,86.8,3.88,38.7,2.85,0.28,0.0,LOW,0
Sierra Foothills,38.2609,-120.9087,18.21,20.75,34.59,8.35,1034.04,3.91,62.5,55.8,580.5,6.87,89.9,8.93,0.48,3.5,LOW,0
Sierra Foothills,38.1672,-120.5001,34.86,21.96,42.24,12.17,999.78,0.0,89.7,46.2,517.8,30.73,75.6,80.0,0.48,74.1,HIGH,1
Pacific Coast Ridge,37.7843,-122.4021,32.22,20.26,79.54,21.57,1037.69,0.0,78.0,59.8,508.7,22.02,92.5,41.84,0.35,62.8,HIGH,1
Cascades Valley,45.2885,-121.657,37.03,21.4,45.25,5.43,975.93,0.0,93.7,42.0,215.2,29.76,56.4,55.33,0.18,63.3,HIGH,1
